Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);opis;Parking
3900000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;552;"Oferujemy do sprzedaży okazały dom w świetnej lokalizacji przy parku Sieleckiego na Dolnym Mokotowie zaledwie 10minu od ścisłego Centrum. 
 

 Dom wolnostojący posadowiony na działce 610m2 Cicha i spokojna okolica zapewniająca prywatność i bezpieczeństwo. 

 

 Budynek: 

 Łączna powierzchnia mieszkalna wynosi 552m2. Budynek w 2005-2006r. przeszedł generalny remont wraz z rozbudową. Duża ilość okien sprawia, że pokoje są dobrze doświetlone. Funkcjonalny rozkład pomieszczeń. Na podłogach zadbany parkiet (olejowany). 

 

 Przyziemie: 

 
 
 garaż na trzy samochody (40m2) 
 
 
 duży pokój z kominkiem i wyjściem na ogród, dobrze doświetlony (59m2) 
 
 
 mały pokój (12m2) 
 
 
 łazienka z wc (4m2) 
 
 
 wc (3,5m2) 
 
 
 pomieszczenie gospodarcze, pralnia, kotłowania (6,8m2) 
 
 

 Parter: 

 
 
 hol otwarty na duży salon z kominkiem i wyjściem na taras (86m2) 
 
 
 taras z wyjściem na ogród 
 
 
 kuchnia oraz jadalnia (13,9m2 oraz 12,2m2) 
 
 
 wc (2,6m2) 
 
 
 garderoba (3,7m2) 
 
 

 Piętro: 

 
 
 sypialnia z garderobą (30,7m2 i 5m2) 
 
 
 łazienka z WC (10m2) 
 
 
 pokój (15m2) 
 
 
 pokój (15,6m2) 
 
 
 pokój z wyjściem na taras (16m2) 
 
 
 łazienka z WC (8m2) 
 
 
 przedpokój z szafami wnękowymi 
 
 

 Ogród: 

 Ogród jest zadbany z licznymi drzewami i sadzeniami. 

 

 Jest to doskonałe miejsce dla osób ceniących dobrą komunikację z centrum miasta a jednocześnie ciszę, bezpieczeństwo oraz bliskość parków i terenów rekreacyjnych. 
 
Zapraszam 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-154272-3Lokalizacja: Mazowieckie, Warszawa, Mokotów, Sielce, Dolna...Oferta opublikowana przez program Trimo";
920000;25/01/2020;Mokotów, Warszawa;Agencja;Mieszkanie;Kawalerka lub garsoniera;1 łazienka;53;Niepowtarzana nieruchomość dla wymagającego klienta w stanie deweloperskim. Prestiżowa i kameralna (tylko 76 apartamentów) rezydencja położona w sercu Starego Mokotowa  w pobliżu wejścia do Metro Wierzbno. Okolica cicha i zielona, w sąsiedztwie liczne  tereny zielone, tym  Park Arkadia oraz niska zabudowa przedwojennych wilii. 13 minut do Centrum i 5 minut do Galerii Mokotów. W pobliżu bogata oferta edukacyjna z prestiżowymi liceami. “Rezydencja Naruszewicza” to połączenie nowoczesnej architektury z klasycznym wystrojem wnętrz nawiązującym do francuskich rezydencji z przełomu XVIII i XIX wieku. Na działce o powierzchni 1700 m2 powstała 8-io piętrowa rezydencja z podziemnym garażem, ochroną, recepcją oraz prywatnym ogrodem na dachu.  Lokal posiada  miejsce postojowe w garażu podziemnym w cenie 50000 zł . Niewątpliwą atrakcją tej nieruchomości widok z ostatniego piętra na Stary Mokotów i panoramę Centrum Warszawy. Pomieszczenia przestronne, wysokie (>3 metrów) oraz optymalnie doświetlone dużym, panoramicznym oknem. Rozprowadzono ogrzewanie podłogowe, w łazience system geberit. Na 12 metrową loggie wyprowadzono oświetlenie, prąd i wodę. Idealne, kameralne ,intymne miejsce na wypoczynek po pracy w sercu Starego Mokotowa. Możliwość powiększenia apartamentu o sąsiadujące, równie urokliwe nieruchomości na oddzielnych KW o metrażu  105 i 125 mkw.;Garaż
790000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;286;"Oferujemy do sprzedaży wolnostojący dom posadowiony na działce 804m2. 
 W rejonie ul. szpaczej na Marysinie Wawerskim !! 
 
Obecnie brak miejscowego planu. nikt nie występował o WZ 
Media; gaz prąd , woda miejska ;kanalizacja 
 
 
 Dom ma ogromny potencjał aranżacyjny - składa się z dwóch niezależnych części ( 2 osobne wejścia, 2 furtki, możliwość podziału ogrodu na 2 części). Idealny dla wielopokoleniowej rodziny, która chce mieszkać razem a jednak osobno lub do prowadzenia działalności przy domu (gabinet lekarski, pracownia, salon kosmetyczny,sklep internetowy itp). W tej chwili jest wykorzystywana 2 opcja. 
 Cześć mieszkalna to: 
 parter- wiatrołap, przedpokój, salon, osobna kuchnia, wc+łazienka z prysznicem, kotłownia. 
 1 piętro - 4 pokoje (z możliwością zamknięcia części otwartej i dobudowy 5 pokoju), łazienka z wanna z hydromasażem, 2 mikrozanieczyszczenie w wysokim standardzie w 2014r. 
 Druga cześć domu (44 m2) składa się z 3 pokoi, łazienki, wiatrołap i przedpokoju (jeden pokój był poprzednio kuchnia i łatwo można przywrócić te funkcjonalność). 
 Garaz na jeden samochód + miejsce przed garażem na drugi. 
 W ogrodzie mnóstwo gatunków krzewów, drzew i roślin oraz altana gdzie można organizować grille dla kilkunastu osób). 
 Ogród z systemem automatycznego nawadniania. 
 w domu ogrzewanie gazowe + kominek z systemem dystrybucji ciepła (ogrzewa cale pietro). Szambo i wlasna woda z zaawansowanym systemem filtrowania (możliwość podłączenia do kanalizacji i wody miejskiej ). 
 Dom w doskonałym komunikacyjnie punkcie na granicy Wawra i Pragi Pd. 150 m do stacji PKP Gocławek (podroż SKM do Centrum to zaledwie 19 minut) i przystanków autobusowych, blisko węzła Marsa/Płowiecka. 200 m do Selgros. 
 Obok dynamicznie rozwijana sie infrastruktura-powstają nowe osiedla. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-154277-3Lokalizacja: Mazowieckie, Warszawa, Wawer, Marysin Wawerski, Szpacza...Oferta opublikowana przez program Trimo";
734900;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;5 pokoi;2 łazienki;170;"Oferujemy do sprzedaży pół bliźniaka (BUDYNEK POŁĄCZONY JEDYNIE GARAŻEM) o pow. 170 m2, posadowiony na działce 200 m2, na Gocławku. 
Na 3 poziomach, 4 sypialnie, 2 łazienki. 
 
Własność gruntu . 
Dom w pobliżu ul. Marsa, idealny na cele biurowe lub inne cele biznesowe. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-154658Lokalizacja: Mazowieckie, Warszawa, Praga Południe, Gocławek...Oferta opublikowana przez program Trimo";
3900000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;200;"Segment skrajny dwupiętrowy, z poddaszem i tarasem (bez ogródka). 
 Możliwość urządzenia trzech oddzielnych mieszkań (parter, I piętro, II piętro z poddaszem). 
 Zaciszna dzielnica willowa. W okolicy Jeziorko Czerniakowskie, Sadyba Best Mall, sklepy, szkoła, przedszkole, apteka, przychodnia zdrowia, itp. 
 Dogodna komunikacja (autobusy: 108, 131, 164, 180, 172, 185, 187, 189; przystanek Goraszewska. 
 
 Rozkład pomieszczeń: 
 Parter: sypialnia, pokój z aneksem kuchennym, łazienka z prysznicem i toaletą, kotłownia. 
 Ip.: sypialnia, pokój z aneksem kuchennym, łazienka z prysznicem, toaleta. 
 IIp.: sypialnia, pokój z aneksem kuchennym, łazienka z prysznicem i toaletą. 
 Poddasze: pokój z dużym tarasem (14 m2), 
 Piwnica: garaż (20 m2), pomieszczenie gospodarcze, pokój. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155018Lokalizacja: Mazowieckie, Warszawa, Mokotów, Sadyba...Oferta opublikowana przez program Trimo";
699000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;4 lub więcej łazienek;240;"Międzylesie, okolice Centrum Zdrowia Dziecka - dobra lokalizacja. 
Dom wolno stojący o powierzchni użytkowej 240 m2, częściowo podpiwniczony, na działce o pow. 940 m2. 
 Budynek przeszedł remont elewacji oraz modernizację. 
Budynek z lat 90., ale jest ładny z zewnątrz i reprezentacyjny. 

 Dom ma ogrzewanie gazowe - kocioł kondensacyjny Buderus z dużym zasobnikiem na ciepłą wodę, sterowanie temperaturą w domu zdalnie poprzez aplikację mobilną. 

 Wodociąg i kanalizacja, internet - światłowód. 

 Dom: 
 parter: salon z kominkiem o pow. 40 m2, duża kuchnia, pokój z sauną 3-osobową Infrared, z wyjściem do ogrodu, toaleta, przedpokój z dwoma dużymi szafami na buty i ubrania. 

 Piętro: pokój 25 m2, dwa pokoje z wyjściem na taras: o pow. 25 i 50 m2, toaleta, prysznic. 

 Poddasz e ze skosami: 1 pokój o pow. 25 m2, 2 pokoje o pow. 28 m2, duża łazienka z wanną i WC, pralka, suszarka. 

 Pomieszczenie przeznaczone na suszarnię z wejściem na strych do adaptacji. 

 Duży, wolno stojący garaż razem z pomieszczeniem gospodarczym. 

 Ogrodzenie murowane z metalowymi przęsłami, brama wjazdowa na pilota. 

 Videofon. 

 Ładny ogród z oczkiem wodnym, z przodu działki system automatycznego nawadniania. 
Bardzo dobra lokalizacja, piękna, cicha okolica, w pobliżu las. Bardzo dobra komunikacja miejska: autobusy ZTM, PKP: SKM, KM. 

 Blisko przedszkole, szkoła podstawowa, punkty handlowo-usługowe, szpitale. 

 możliwość negocjacji ceny. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155613Lokalizacja: Mazowieckie, Warszawa, Wawer, Międzylesie, *...Oferta opublikowana przez program Trimo";
705000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;6 lub więcej pokoi;2 łazienki;300;"Wesoła - Stara Miłosna 
 
 Oferujemy do sprzedaży dom w zabudowie wolnostojącej o powierzchni całkowitej 300 m2 posadowiony na działce 700 m2, 
 Dom usytuowany jest w bardzo klimatycznym miejscu tuż przy lesie, w pobliżu szkoły podstawowej, przedszkola oraz sklepów, blisko placówek medycznych. 
 
 Dom posiada 2 kondygnacje z podpiwniczeniem przystosowanym do prowadzenia cichej działalności gospodarczej. 
 
 Salon połączony z kuchnią z drewna dębowego z przeszklonym dużym wyjściem na taras ok. 30 m2. 
 
 4 sypialnie 2 łazienki, 2 WC, garderobę, 2 duże schowki na poddaszu. 
 miejsce na pracownię, salę ćwiczeń, pralnię, lub oddzielne mieszkanie 
 Sprzedaż z wyposażeniem lub bez wyposażenia. 
 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155612Lokalizacja: Mazowieckie, Warszawa, Wesoła, Stara Miłosna, *...Oferta opublikowana przez program Trimo";
3200000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;5 pokoi;;415;"Do sprzedania nieruchomość z przeznaczeniem na GASTRONOMIE - czynna restauracja o pow. 255 m2 z dwiema salami konsumpcyjnymi, zapleczem kuchennym i magazynowym z pomieszczeniami biurowymi i łazienkami. Do restauracji przylega ogrzewany namiot bankietowy dla ok. 50 osób, a także patio ze stolikami dla gości. 
Lokal ma stałą klientelę. 
Nad restauracją znajduje się pięciopokojowe (41, 25, 20, 10,5 i 14 m2) mieszkanie o pow. 160 m2 z oddzielną klatką schodową. 
Wolno stojący garaż na dwa samochody i wejście do części prywatnej jest z drugiej strony budynku i nie koliduje z wejścia do restauracji. Całość posadowiona jest na działce o pow. 3076 m2 zlokalizowanej przy TRAKCIE BRZESKIM na skraju Mazowieckiego Parku Krajobrazowego, 15 km od centrum Warszawy. 
Piękne miejsce do mieszkania i odpoczynku. Bezpośrednie połączenie MZK z centrum miasta. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-100135-161Lokalizacja: Mazowieckie, Warszawa, Wesoła...Oferta opublikowana przez program Trimo";
7600000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;5 pokoi;;303;"Dom o powierzchni całkowitej 303 m2 (użytkowej 252 m2), 5-pokojowy, wybudowany w 2007 r., na działce 550 m2, zlokalizowanej na Mokotowie, na terenie osiedla Marina. 
 
 PARTER: duży salon z otwartą jadalnią (80 m2), z kominkiem, kuchnia (14,5 m2), łazienka (4 m2), przedsionek, hall z wejściem na poziom drugi, wiatrołap, garaż dwustanowiskowy. 
I PIĘTRO: s alon kąpielowy z oknem (14 m2), sypialnia (20 m2) z łazienką, z wyjściem na taras, pokój gościnny (18 m2), gabinet (10,5 m2), pralnia. 
II PIĘTRO: pokój z osobną łazienką (30 m2) + taras (60 m2). 
 
 Podłoga w salonie, kuchni oraz schody na I piętro wykonane z marmuru. Ogrzewanie podłogowe na całym parterze. Kuchnia całkowicie wyposażona - płyta grzewcza, kuchenka mikrofalowa, piekarnik, kuchnia parowa, kawiarka oraz zmywarka (sprzęt firmy Miele). 
 
 Dom wyposażony jest w rolety, klimatyzację, system alarmowy strefowy, kurtyny alarmowe. 
 Taras przy ogrodzie wyłożony deskami (25 m2). Ogródek z automatycznym nawodnieniem. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155454-38Lokalizacja: Mazowieckie, Warszawa, Mokotów...Oferta opublikowana przez program Trimo";
560000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;4 pokoje;;555000;"Gotowiec inwestycyjny (ROI 7,5%) Bielany 4 pokoje.
Mieszkanie zlokalizowane na 4 piętrze w 10 piętrowym budynku z lat 70. 

Świeżo po remoncie, w pełni wyposażone, nie wymaga żadnego wkładu finansowego.

Spokojna i zielona okolica. Bliskość metra oraz uczelni. 
Czynsz wynosi 320 zł. 


Mieszkanie składa się tylko z 4 pokoi jednoosobowych:

Pokój 1 = 7 m2 = 800zł + opłaty

Pokój 2 = 9 m2 = 900zł + opłaty

Pokój 3 = 10 m2 = 1000zł + opłaty

Pokój 4 = 12 m2 + balkon = 1200zł + opłaty


Dochód miesięczny = 3 480 zł

Dochód roczny = 41 760 zł

ROI po uwzględnieniu czynszu wynosi 7,5%.


- Mieszkanie składa się z 4 pokoi jednoosobowych, kuchni, łazienki z WC,
przedpokoju oraz balkonu.

- Mieszkanie jest po generalnym remoncie. Wszystkie sprzęty w mieszkaniu są
nowe.

- Pokój zawiera biurko, krzesło, duże łóżko z materacem, komodę, szafę, regał.

- Dodatkowo w mieszkaniu znajdują się pralka, lodówka, czajnik, pyta
indukcyjna, kuchenka mikrofalowa, odkurzacz.

- Kuchnia jest wyposażona w talerze, sztućce, kubki, szklanki, garnki i
patelnie.

LOKALIZACJA:

- Mieszkanie znajduje się w bardzo dobrej lokalizacji dla studentów. 

- 10 minut piechotą do metra Wawrzyszew (850 m)

- AWF - 11 minut bezpośrednio autobusem

- UKSW - 20 minut bezpośrednio autobusem

- W okolicy znajdują się różne sklepy, Galeria Młociny, Lidl, Biedronka,
McDonalds.


Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.Numer oferty w biurze: 235610126Lokalizacja: Mazowieckie, Warszawa, Bielany...Oferta opublikowana przez program Trimo";
2480000;22/04/2020;Ochota, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;"Wolno stojąca willa miejska o powierzchni całkowitej 300 m2, wybudowany w 1936 r., położony na działce 851 m2, zlokalizowanej w okolicy Parku Szczęśliwickim, w zielonej i zacisznej części dzielnicy Ochota. 

 Powierzchnia użytkowa 150 m² (parter) + poddasze (150 m2) - do rozbudowy (rozpoczęta), 
Na posesji 2 garaże o powierzchni 100 m 2. 
Dom całościowo podpiwniczony, parter podzielony na dwa odrębne mieszkania: 3 pokoje z kuchnią i łazienką oraz pokój z kuchnią i łazienką, z osobnymi wejściami z korytarza, oba wyposażone w odrębne węzły sanitarne, grzewcze i elektryczne. 

 Układ idealny do wynajmu (brak czynszu). Lokale można połączyć, wracając do pierwotnego układu pomieszczeń. 

 Budynek wyposażony jest w instalacje: wodociągową, gazową, kanalizacyjną, elektryczną, odgromową, centralnego ogrzewania. Media: prąd, woda, gaz, kanalizacja. Ogrzewanie gazem miejskim. 

 Budynek wymaga remontu i dokończenia nadbudowy. 

 Grunt stanowi własność. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-153920-7Lokalizacja: Mazowieckie, Warszawa, Ochota, Szczęśliwice...Oferta opublikowana przez program Trimo";
